t_s,er
1.54,0.0481
1.55,0.0481
1.57,0.0481
1.59,0.0481
1.59,0.0481
1.59,0.0481
1.60,0.0481
1.61,0.0481
1.62,0.0481
1.63,0.0481
1.64,0.0481
1.65,0.0481
1.66,0.0481
1.67,0.0481
1.69,0.0481
1.69,0.0481
1.70,0.0481
1.71,0.0481
1.72,0.0481
1.73,0.0481
1.75,0.0481
1.76,0.0481
1.78,0.0481
1.78,0.0481
1.78,0.0481
1.80,0.0481
1.82,0.0481
1.82,0.0481
1.82,0.0481
1.83,0.0481
1.84,0.0481
1.86,0.0481
1.86,0.0481
1.87,0.0481
1.88,0.0481
1.89,0.0481
1.90,0.0481
1.91,0.0481
1.92,0.0481
1.94,0.0481
1.94,0.0481
1.95,0.0481
1.96,0.0481
1.97,0.0481
1.99,0.0481
1.99,0.0481
2.00,0.0481
2.01,0.0481
2.02,0.0481
2.04,0.0481
2.04,0.0481
2.05,0.0481
2.06,0.0481
2.07,0.0481
2.09,0.0481
2.09,0.0481
2.10,0.0481
2.11,0.0481
2.12,0.0481
2.13,0.0481
2.14,0.0481
2.15,0.0481
2.16,0.0481
2.17,0.0481
2.19,0.0481
2.19,0.0481
2.20,0.0481
2.21,0.0481
2.22,0.0481
2.23,0.0481
2.24,0.0481
2.25,0.0481
2.27,0.0481
2.27,0.0481
2.28,0.0481
2.29,0.0481
2.30,0.0481
2.32,0.0481
2.32,0.0481
2.34,0.0481
2.34,0.0481
2.36,0.0481
2.36,0.0481
2.37,0.0481
2.38,0.0481
2.39,0.0481
2.41,0.0481
2.41,0.0481
2.42,0.0481
2.43,0.0481
2.44,0.0481
2.46,0.0481
2.46,0.0481
2.47,0.0481
2.48,0.0481
2.49,0.0481
2.51,0.0481
2.51,0.0481
2.52,0.0481
2.53,0.0481
2.54,0.0481
2.58,0.0481
2.58,0.0481
2.60,0.0481
2.60,0.0481
2.61,0.0481
2.62,0.0481
2.63,0.0481
2.64,0.0481
2.65,0.0481
2.66,0.0481
2.67,0.0481
2.68,0.0481
2.69,0.0481
2.70,0.0481
2.71,0.0481
2.72,0.0481
2.73,0.0481
2.74,0.0481
2.75,0.0481
2.76,0.0481
2.77,0.0481
2.79,0.0481
2.79,0.0481
2.80,0.0481
2.81,0.0481
2.82,0.0481
2.83,0.0481
2.84,0.0481
2.85,0.0481
2.86,0.0481
2.87,0.0481
2.89,0.0481
2.89,0.0481
2.90,0.0481
2.91,0.0481
2.92,0.0481
2.93,0.0481
2.94,0.0481
2.95,0.0481
2.97,0.0481
2.97,0.0481
2.99,0.0481
2.99,0.0481
3.00,0.0481
3.01,0.0481
3.02,0.0481
3.03,0.0481
3.04,0.0481
3.05,0.0481
3.06,0.0481
3.07,0.0481
3.08,0.0481
3.09,0.0481
3.10,0.0481
3.11,0.0481
3.12,0.0481
3.13,0.0481
3.14,0.0481
3.15,0.0481
3.16,0.0481
3.17,0.0481
3.18,0.0481
3.19,0.0481
3.20,0.0481
3.21,0.0481
3.22,0.0481
