t_s,er
149.59,0.4231
149.87,0.4233
150.15,0.4233
150.43,0.4261
150.70,0.4265
150.98,0.4268
151.26,0.4274
151.54,0.4279
151.82,0.4286
152.09,0.4293
152.37,0.4297
152.65,0.4300
152.93,0.4304
153.21,0.4310
153.48,0.4313
153.76,0.4314
154.04,0.4314
154.32,0.4314
154.60,0.4314
154.87,0.4314
155.15,0.4314
155.43,0.4314
155.71,0.4314
155.99,0.4314
156.26,0.4314
156.54,0.4314
156.82,0.4314
157.10,0.4314
157.38,0.4314
157.65,0.4314
157.93,0.4314
158.21,0.4314
158.49,0.4314
158.77,0.4314
159.04,0.4314
159.32,0.4314
159.60,0.4314
159.88,0.4314
160.16,0.4314
160.43,0.4314
160.71,0.4314
160.99,0.4314
161.27,0.4314
161.55,0.4314
161.82,0.4314
162.10,0.4314
162.38,0.4314
162.66,0.4314
162.94,0.4314
163.21,0.4314
163.49,0.4314
163.77,0.4314
164.05,0.4314
164.33,0.4314
164.60,0.4314
164.88,0.4314
165.16,0.4314
165.44,0.4314
165.72,0.4314
165.99,0.4314
166.27,0.4314
166.55,0.4314
166.83,0.4314
167.11,0.4314
167.38,0.4314
167.66,0.4314
167.94,0.4314
