t_s,er
0.00,0.0462
1.53,0.0495
3.02,0.0549
4.53,0.0549
6.03,0.0549
7.53,0.0549
9.03,0.0549
10.53,0.0549
12.03,0.0549
13.53,0.0549
15.02,0.0549
16.52,0.0549
18.03,0.0549
19.53,0.0549
21.03,0.0549
22.53,0.0549
24.03,0.0549
25.52,0.0549
27.03,0.0549
28.53,0.0554
30.03,0.0554
31.53,0.0554
33.02,0.0554
34.52,0.0554
36.02,0.0554
37.52,0.0554
39.03,0.0556
40.53,0.0556
42.02,0.0556
43.52,0.0556
45.03,0.0556
46.53,0.0556
48.02,0.0556
49.53,0.0556
51.03,0.0556
52.53,0.0556
54.03,0.0556
55.53,0.0556
57.03,0.0556
58.53,0.0556
60.03,0.0562
61.52,0.0562
63.03,0.0562
64.53,0.0562
66.02,0.0562
67.52,0.0562
69.03,0.0562
70.52,0.0562
72.02,0.0562
73.52,0.0562
75.03,0.0562
76.53,0.0562
78.02,0.0562
79.53,0.0562
81.03,0.0562
82.53,0.0562
84.03,0.0562
85.53,0.0563
87.03,0.0563
88.52,0.0563
90.02,0.0563
91.53,0.0563
93.02,0.0563
94.53,0.0563
96.02,0.0563
97.53,0.0563
99.03,0.0563
100.53,0.0563
102.02,0.0564
103.52,0.0564
105.04,0.0564
106.55,0.0564
108.04,0.0564
109.54,0.0564
111.04,0.0564
112.54,0.0564
114.05,0.0564
115.55,0.0565
117.04,0.0571
118.55,0.0571
120.05,0.0571
121.54,0.0571
123.04,0.0571
124.55,0.0571
126.04,0.0571
127.54,0.0571
129.05,0.0571
130.54,0.0571
132.05,0.0571
133.54,0.0571
135.04,0.0571
136.54,0.0571
138.04,0.0571
139.55,0.0571
141.04,0.0571
142.55,0.0571
144.04,0.0571
145.54,0.0571
147.04,0.0571
148.55,0.0571
150.04,0.0571
151.54,0.0571
153.04,0.0571
154.55,0.0571
156.05,0.0571
157.54,0.0571
159.04,0.0571
160.54,0.0571
162.04,0.0571
163.54,0.0571
165.04,0.0571
166.54,0.0571
168.04,0.0571
169.54,0.0573
171.04,0.0573
172.54,0.0573
174.04,0.0573
175.54,0.0573
177.04,0.0573
178.54,0.0573
180.04,0.0573
181.54,0.0573
183.04,0.0573
184.55,0.0573
186.05,0.0573
187.54,0.0573
189.05,0.0573
190.56,0.0573
192.06,0.0573
193.57,0.0576
195.06,0.0576
196.56,0.0576
198.07,0.0576
199.56,0.0576
201.06,0.0576
202.57,0.0576
204.07,0.0576
205.57,0.0576
207.07,0.0576
208.57,0.0576
210.08,0.0576
211.58,0.0576
213.09,0.0576
214.60,0.0576
216.09,0.0576
217.59,0.0576
219.10,0.0576
220.60,0.0576
222.10,0.0576
223.59,0.0576
225.09,0.0576
226.60,0.0576
228.09,0.0576
229.60,0.0576
231.10,0.0576
232.60,0.0576
234.09,0.0576
235.60,0.0576
237.11,0.0576
238.59,0.0576
240.09,0.0576
241.61,0.0576
243.11,0.0576
244.61,0.0576
246.11,0.0576
247.61,0.0576
249.11,0.0576
250.61,0.0576
252.11,0.0576
253.61,0.0576
255.11,0.0576
256.61,0.0576
258.11,0.0576
259.61,0.0576
261.11,0.0576
262.61,0.0576
264.11,0.0576
265.61,0.0576
267.11,0.0576
268.61,0.0576
270.11,0.0576
271.61,0.0576
273.11,0.0576
274.61,0.0576
276.11,0.0576
277.61,0.0576
279.11,0.0576
280.61,0.0576
282.11,0.0576
283.61,0.0576
285.11,0.0576
286.61,0.0576
288.11,0.0576
289.61,0.0576
291.11,0.0576
292.61,0.0576
294.11,0.0576
295.61,0.0576
297.11,0.0576
298.61,0.0576
300.11,0.0576
301.61,0.0576
303.13,0.0576
304.63,0.0576
306.13,0.0576
307.63,0.0576
309.13,0.0576
310.63,0.0576
312.13,0.0576
313.63,0.0576
315.13,0.0580
316.63,0.0582
318.13,0.0582
319.63,0.0582
321.13,0.0582
322.63,0.0582
324.13,0.0582
325.63,0.0582
327.14,0.0582
328.64,0.0582
330.14,0.0582
331.64,0.0582
333.14,0.0582
334.65,0.0582
336.15,0.0582
337.65,0.0582
339.14,0.0582
340.64,0.0582
342.14,0.0582
343.64,0.0582
345.14,0.0582
346.64,0.0582
348.14,0.0582
349.64,0.0582
351.14,0.0582
352.64,0.0583
354.14,0.0583
355.64,0.0583
357.15,0.0583
358.64,0.0583
360.15,0.0583
361.64,0.0583
363.14,0.0583
364.65,0.0583
366.14,0.0583
367.64,0.0583
369.14,0.0583
370.64,0.0583
372.14,0.0583
373.64,0.0583
375.14,0.0583
376.64,0.0583
378.15,0.0583
379.64,0.0583
381.14,0.0583
382.64,0.0583
384.14,0.0583
385.64,0.0584
387.14,0.0585
388.64,0.0585
390.14,0.0585
391.64,0.0585
393.14,0.0585
394.64,0.0585
396.16,0.0585
397.65,0.0585
399.16,0.0585
400.67,0.0585
402.16,0.0585
403.66,0.0585
405.15,0.0585
406.65,0.0585
408.16,0.0585
409.65,0.0585
411.15,0.0585
412.65,0.0585
414.16,0.0585
415.66,0.0585
417.16,0.0585
418.66,0.0585
420.17,0.0585
421.66,0.0585
423.17,0.0585
424.67,0.0585
426.16,0.0585
427.66,0.0585
429.17,0.0585
430.66,0.0585
432.17,0.0585
433.66,0.0585
435.16,0.0585
436.66,0.0585
438.16,0.0585
439.66,0.0585
441.18,0.0585
442.68,0.0585
444.18,0.0585
445.68,0.0585
447.18,0.0585
448.68,0.0585
450.18,0.0585
451.68,0.0585
453.18,0.0585
454.68,0.0585
456.18,0.0585
457.68,0.0585
459.18,0.0585
460.68,0.0585
462.18,0.0585
463.68,0.0585
465.18,0.0585
466.68,0.0585
468.18,0.0585
469.68,0.0585
471.18,0.0585
472.68,0.0585
474.18,0.0585
475.68,0.0585
477.18,0.0585
478.68,0.0585
480.18,0.0585
481.68,0.0585
483.18,0.0585
484.68,0.0585
486.18,0.0585
487.68,0.0585
489.18,0.0585
490.68,0.0585
492.18,0.0585
493.68,0.0585
495.18,0.0585
496.68,0.0585
498.18,0.0585
499.68,0.0585
501.18,0.0585
502.68,0.0585
504.18,0.0585
505.68,0.0585
507.18,0.0585
508.68,0.0585
510.18,0.0585
511.70,0.0585
513.20,0.0585
514.70,0.0585
516.20,0.0586
517.70,0.0588
519.20,0.0588
520.70,0.0588
522.21,0.0588
523.70,0.0588
525.20,0.0588
526.70,0.0588
528.21,0.0588
529.71,0.0588
531.21,0.0588
532.71,0.0588
534.21,0.0588
535.71,0.0588
537.21,0.0588
538.71,0.0588
540.21,0.0588
541.71,0.0588
543.21,0.0588
544.71,0.0588
546.21,0.0588
547.71,0.0588
549.21,0.0588
550.71,0.0588
552.21,0.0588
553.71,0.0588
555.21,0.0588
556.73,0.0588
558.22,0.0588
559.72,0.0588
561.22,0.0588
562.72,0.0588
564.22,0.0588
565.72,0.0588
567.23,0.0588
568.72,0.0588
570.23,0.0588
571.74,0.0588
573.25,0.0588
574.74,0.0588
576.24,0.0588
577.75,0.0588
579.24,0.0588
580.75,0.0588
582.24,0.0588
583.74,0.0588
585.24,0.0588
586.74,0.0588
588.24,0.0588
589.74,0.0588
591.24,0.0588
592.74,0.0588
594.24,0.0588
595.74,0.0588
597.24,0.0588
598.75,0.0588
600.24,0.0588
601.74,0.0588
603.24,0.0588
604.76,0.0588
606.25,0.0588
607.75,0.0588
609.25,0.0588
610.76,0.0588
612.25,0.0588
613.76,0.0588
615.25,0.0588
616.76,0.0588
618.26,0.0588
619.76,0.0588
621.25,0.0588
622.75,0.0588
624.25,0.0588
625.75,0.0588
627.25,0.0588
628.77,0.0588
630.26,0.0588
631.75,0.0588
633.25,0.0588
634.75,0.0588
636.25,0.0588
637.75,0.0588
639.25,0.0588
640.76,0.0588
642.25,0.0588
643.75,0.0588
645.28,0.0588
646.78,0.0588
648.27,0.0588
649.77,0.0588
651.29,0.0588
652.79,0.0588
654.30,0.0588
655.80,0.0588
657.29,0.0588
658.80,0.0588
660.30,0.0588
661.80,0.0588
663.29,0.0588
664.79,0.0588
666.30,0.0588
667.80,0.0588
669.30,0.0588
670.80,0.0588
672.29,0.0588
673.82,0.0588
675.32,0.0588
676.82,0.0588
678.32,0.0588
679.82,0.0588
681.32,0.0588
682.82,0.0588
684.32,0.0588
685.85,0.0588
687.34,0.0588
688.84,0.0588
690.35,0.0588
691.85,0.0588
693.34,0.0588
694.84,0.0588
696.34,0.0588
697.84,0.0588
699.35,0.0588
700.84,0.0588
702.34,0.0588
703.86,0.0588
705.36,0.0588
706.85,0.0599
708.36,0.0656
709.87,0.0712
711.36,0.0760
712.86,0.0805
714.36,0.0820
715.86,0.0851
717.37,0.0953
718.87,0.0959
720.36,0.0961
721.88,0.0979
723.38,0.0993
724.88,0.1003
726.38,0.1003
727.88,0.1003
729.38,0.1003
730.88,0.1003
732.38,0.1043
733.88,0.1071
735.38,0.1100
736.88,0.1105
