t_s,er
109.09,0.4301
109.33,0.4301
109.58,0.4303
109.82,0.4305
110.07,0.4305
110.31,0.4306
110.55,0.4307
110.80,0.4307
111.04,0.4310
111.29,0.4312
111.53,0.4313
111.77,0.4314
112.02,0.4314
112.26,0.4314
112.51,0.4314
112.75,0.4314
112.99,0.4316
113.24,0.4316
113.48,0.4318
113.73,0.4318
113.97,0.4318
114.21,0.4318
114.46,0.4318
114.70,0.4318
114.95,0.4318
115.19,0.4318
115.43,0.4318
115.68,0.4318
115.92,0.4318
116.17,0.4318
116.41,0.4318
116.65,0.4318
116.90,0.4318
117.14,0.4318
117.39,0.4318
117.63,0.4318
117.87,0.4318
118.12,0.4318
118.36,0.4318
118.61,0.4318
118.85,0.4318
119.09,0.4318
119.34,0.4318
119.58,0.4318
119.83,0.4318
120.07,0.4318
120.31,0.4318
120.56,0.4319
120.80,0.4319
121.05,0.4319
121.29,0.4319
121.53,0.4320
121.78,0.4321
122.02,0.4321
122.27,0.4322
122.51,0.4322
122.75,0.4322
123.00,0.4322
123.24,0.4322
123.49,0.4322
123.73,0.4323
123.97,0.4323
124.22,0.4323
124.46,0.4323
124.71,0.4324
124.95,0.4325
125.19,0.4327
125.44,0.4329
125.68,0.4329
125.93,0.4330
126.17,0.4331
126.41,0.4332
126.66,0.4333
126.90,0.4333
127.15,0.4334
127.39,0.4335
127.63,0.4335
127.88,0.4336
128.12,0.4337
128.37,0.4338
128.61,0.4339
128.85,0.4341
129.10,0.4341
129.34,0.4341
129.59,0.4341
129.83,0.4341
130.07,0.4341
130.32,0.4341
130.56,0.4341
130.81,0.4341
131.05,0.4341
131.29,0.4341
131.54,0.4341
131.78,0.4342
132.03,0.4342
132.27,0.4343
132.51,0.4343
132.76,0.4343
133.00,0.4343
133.25,0.4343
133.49,0.4343
133.73,0.4343
133.98,0.4343
134.22,0.4344
134.47,0.4344
134.71,0.4344
134.95,0.4344
135.20,0.4344
135.44,0.4344
135.69,0.4345
135.93,0.4345
136.17,0.4345
136.42,0.4347
136.66,0.4349
136.91,0.4349
137.15,0.4349
137.39,0.4349
137.64,0.4349
137.88,0.4349
138.13,0.4351
138.37,0.4352
138.61,0.4353
138.86,0.4354
139.10,0.4354
139.35,0.4355
139.59,0.4356
139.83,0.4356
140.08,0.4356
140.32,0.4357
140.57,0.4357
140.81,0.4357
141.05,0.4357
141.30,0.4357
141.54,0.4357
141.79,0.4357
142.03,0.4357
142.27,0.4357
142.52,0.4357
142.76,0.4357
143.01,0.4357
143.25,0.4357
143.49,0.4357
143.74,0.4357
143.98,0.4358
144.23,0.4359
144.47,0.4362
144.71,0.4365
144.96,0.4367
145.20,0.4371
145.45,0.4375
145.69,0.4378
145.93,0.4381
146.18,0.4385
146.42,0.4388
