t_s,er
0.00,0.0344
3.50,0.0450
7.00,0.0681
10.51,0.0850
14.02,0.1055
17.52,0.1231
21.04,0.1301
24.54,0.1543
28.04,0.1699
31.54,0.1775
35.04,0.1887
38.54,0.2205
42.04,0.2378
45.55,0.2573
49.04,0.2664
52.54,0.2666
56.05,0.2666
59.56,0.2730
63.06,0.2913
66.56,0.3011
70.07,0.3111
73.57,0.3245
77.08,0.3251
80.60,0.3259
84.10,0.3267
87.61,0.3319
91.12,0.3410
94.61,0.3411
98.12,0.3411
101.61,0.3411
105.11,0.3509
108.62,0.3557
112.11,0.3558
115.61,0.3567
119.11,0.3604
122.61,0.3680
126.11,0.3780
129.61,0.3957
133.12,0.4226
136.64,0.4341
140.15,0.4350
143.64,0.4350
147.15,0.4350
150.64,0.4350
154.16,0.4350
157.66,0.4350
161.16,0.4350
164.66,0.4350
168.16,0.4350
171.66,0.4350
175.16,0.4350
178.70,0.4350
182.20,0.4350
185.70,0.4350
189.20,0.4350
192.70,0.4350
196.20,0.4350
199.70,0.4350
203.21,0.4350
206.71,0.4350
210.21,0.4350
213.71,0.4350
217.21,0.4350
220.71,0.4350
224.21,0.4350
227.73,0.4350
231.23,0.4350
234.73,0.4350
238.24,0.4350
241.73,0.4350
245.23,0.4350
248.73,0.4350
252.26,0.4350
255.76,0.4350
259.26,0.4350
262.76,0.4350
266.26,0.4350
269.76,0.4350
273.26,0.4350
276.76,0.4350
280.28,0.4350
283.78,0.4350
287.29,0.4350
290.78,0.4350
294.28,0.4350
297.80,0.4350
301.31,0.4350
304.80,0.4350
308.31,0.4350
311.80,0.4350
315.30,0.4350
318.80,0.4350
322.30,0.4350
325.82,0.4350
329.32,0.4350
332.82,0.4350
336.32,0.4350
339.82,0.4350
343.32,0.4350
346.82,0.4350
350.32,0.4350
353.82,0.4350
357.32,0.4350
360.82,0.4350
364.32,0.4350
367.82,0.4350
371.32,0.4350
374.83,0.4350
378.32,0.4350
381.82,0.4350
385.32,0.4350
388.82,0.4350
392.33,0.4350
395.82,0.4350
399.32,0.4350
402.82,0.4350
406.32,0.4350
409.82,0.4350
413.32,0.4350
416.82,0.4350
420.33,0.4350
423.83,0.4350
427.33,0.4350
430.83,0.4350
434.33,0.4350
437.83,0.4350
441.33,0.4350
444.83,0.4350
448.33,0.4350
451.83,0.4350
455.33,0.4350
458.83,0.4350
462.33,0.4350
465.83,0.4350
469.33,0.4350
472.83,0.4350
476.33,0.4350
479.83,0.4350
483.35,0.4350
486.85,0.4350
490.35,0.4350
493.84,0.4350
497.35,0.4350
500.85,0.4350
504.34,0.4350
507.85,0.4350
511.35,0.4350
514.85,0.4350
518.35,0.4350
521.85,0.4350
525.34,0.4350
528.85,0.4350
532.35,0.4350
535.86,0.4350
539.36,0.4350
542.87,0.4350
546.36,0.4350
549.86,0.4350
553.36,0.4350
556.86,0.4350
560.38,0.4350
563.88,0.4350
567.39,0.4350
570.90,0.4350
574.40,0.4350
577.92,0.4350
581.42,0.4350
584.92,0.4350
588.42,0.4350
591.92,0.4350
595.43,0.4350
598.92,0.4350
602.42,0.4350
605.93,0.4350
609.42,0.4350
612.93,0.4350
616.43,0.4350
619.95,0.4350
623.45,0.4350
626.95,0.4350
630.45,0.4350
633.95,0.4350
637.44,0.4350
640.95,0.4350
644.44,0.4350
647.94,0.4350
651.45,0.4350
654.95,0.4350
658.45,0.4350
661.95,0.4350
665.45,0.4350
668.95,0.4350
672.44,0.4350
675.95,0.4350
679.45,0.4350
682.95,0.4350
686.45,0.4350
689.94,0.4350
693.44,0.4350
696.94,0.4350
700.46,0.4350
703.95,0.4350
