t_s,er
406.38,0.4919
409.89,0.4919
413.38,0.4919
416.88,0.4919
420.38,0.4919
423.89,0.4919
427.38,0.4919
430.88,0.4919
434.38,0.4919
437.89,0.4919
441.38,0.4919
444.88,0.4919
448.38,0.4919
451.88,0.4919
455.38,0.4919
458.88,0.4919
462.39,0.4919
465.90,0.4919
469.41,0.4919
472.90,0.4919
476.40,0.4919
479.90,0.4919
483.40,0.4919
486.90,0.4919
490.41,0.4919
493.91,0.4919
497.40,0.4919
500.90,0.4919
504.40,0.4919
507.91,0.4919
511.41,0.4919
514.92,0.4919
518.40,0.4919
521.91,0.4919
525.40,0.4919
528.90,0.4919
532.43,0.4919
535.93,0.4919
539.46,0.4919
542.96,0.4919
546.45,0.4919
549.95,0.4919
553.45,0.4919
556.96,0.4919
560.46,0.4919
563.99,0.4919
567.50,0.4919
571.00,0.4919
574.51,0.4919
578.01,0.4919
581.51,0.4919
585.00,0.4919
588.50,0.4919
592.01,0.4919
595.50,0.4919
599.01,0.4919
602.51,0.4919
606.00,0.4919
609.50,0.4919
613.00,0.4919
616.50,0.4919
620.00,0.4919
623.50,0.4919
627.01,0.4919
630.53,0.4919
634.02,0.4919
637.52,0.4919
641.02,0.4919
644.52,0.4919
648.02,0.4919
651.53,0.4919
655.02,0.4919
658.52,0.4919
662.02,0.4919
665.52,0.4919
669.02,0.4919
672.52,0.4919
676.02,0.4919
679.52,0.4919
683.02,0.4919
686.53,0.4919
690.03,0.4919
693.53,0.4919
697.03,0.4919
700.55,0.4919
704.04,0.4919
707.55,0.4919
711.07,0.4919
714.57,0.4919
718.07,0.4919
721.57,0.4919
725.07,0.4919
728.57,0.4919
732.07,0.4919
735.61,0.4919
739.11,0.4919
742.61,0.4919
746.11,0.4919
749.61,0.4919
753.10,0.4919
756.61,0.4919
760.11,0.4919
763.61,0.4919
767.11,0.4919
770.61,0.4919
774.11,0.4919
777.61,0.4919
781.11,0.4919
784.61,0.4919
788.11,0.4919
791.61,0.4919
795.13,0.4919
798.63,0.4919
802.12,0.4919
805.63,0.4919
809.14,0.4919
812.65,0.4919
816.14,0.4919
819.64,0.4919
823.14,0.4919
826.64,0.4919
830.14,0.4919
833.66,0.4919
837.17,0.4919
840.67,0.4919
844.17,0.4919
847.67,0.4919
851.17,0.4919
854.67,0.4919
858.17,0.4919
861.67,0.4919
865.17,0.4919
868.67,0.4919
872.17,0.4919
875.67,0.4919
879.17,0.4919
882.67,0.4919
886.17,0.4919
889.67,0.4919
893.17,0.4919
896.67,0.4919
900.17,0.4919
903.67,0.4919
907.18,0.4919
910.68,0.4919
914.18,0.4919
917.68,0.4919
921.18,0.4919
924.68,0.4919
928.18,0.4919
931.68,0.4919
935.18,0.4919
938.68,0.4919
942.18,0.4919
945.68,0.4919
949.18,0.4919
952.68,0.4919
956.18,0.4919
959.68,0.4919
963.18,0.4919
966.68,0.4919
970.18,0.4919
973.68,0.4919
977.18,0.4919
980.69,0.4919
984.19,0.4919
987.69,0.4919
991.19,0.4919
994.70,0.4919
998.19,0.4919
1001.69,0.4919
1005.19,0.4919
1008.72,0.4919
1012.23,0.4919
1015.72,0.4919
1019.22,0.4919
1022.73,0.4919
1026.24,0.4919
1029.73,0.4919
1033.23,0.4919
1036.73,0.4919
1040.23,0.4919
1043.73,0.4919
1047.23,0.4919
1050.73,0.4919
1054.23,0.4919
1057.74,0.4919
1061.23,0.4919
1064.74,0.4919
1068.24,0.4919
1071.83,0.4919
1075.40,0.4919
1078.90,0.4919
1082.41,0.4919
1085.91,0.4919
1089.41,0.4919
1092.91,0.4919
1096.41,0.4919
1099.91,0.4919
1103.41,0.4919
1106.91,0.4919
1110.41,0.4919
1113.91,0.4919
1117.41,0.4919
1120.91,0.4919
1124.43,0.4919
1127.91,0.4919
1131.41,0.4919
1134.91,0.4919
1138.41,0.4919
1141.91,0.4919
1145.41,0.4919
1148.91,0.4919
1152.42,0.4919
1155.91,0.4919
1159.41,0.4919
1162.91,0.4919
1166.41,0.4919
1169.91,0.4919
1173.41,0.4919
1176.91,0.4919
1180.41,0.4919
1183.91,0.4919
1187.42,0.4919
1190.91,0.4919
1194.41,0.4919
1197.91,0.4919
1201.41,0.4919
1204.91,0.4919
1208.41,0.4919
1211.91,0.4919
1215.41,0.4919
1218.92,0.4919
1222.41,0.4919
1225.93,0.4919
1229.41,0.4919
1232.92,0.4919
1236.41,0.4919
1239.92,0.4919
1243.43,0.4919
1246.93,0.4919
1250.43,0.4919
1253.93,0.4919
1257.43,0.4919
1260.93,0.4919
1264.43,0.4919
1267.93,0.4919
1271.43,0.4919
1274.93,0.4919
1278.43,0.4919
1281.93,0.4919
1285.43,0.4919
1288.93,0.4919
1292.43,0.4919
1295.93,0.4919
1299.43,0.4919
1302.94,0.4919
1306.44,0.4919
1309.94,0.4919
1313.44,0.4919
1316.95,0.4919
1320.45,0.4919
1323.95,0.4919
1327.44,0.4919
1330.94,0.4919
1334.44,0.4919
1337.94,0.4919
1341.44,0.4919
1344.94,0.4919
1348.45,0.4919
1351.94,0.4919
1355.44,0.4919
1358.94,0.4919
1362.44,0.4919
1365.94,0.4919
1369.45,0.4919
1372.94,0.4919
1376.44,0.4919
1379.96,0.4919
1383.46,0.4919
1386.96,0.4919
1390.45,0.4919
1393.95,0.4919
1397.45,0.4919
1400.95,0.4919
1404.46,0.4919
1407.96,0.4919
1411.46,0.4919
1414.95,0.4919
1418.46,0.4919
1421.96,0.4919
1425.47,0.4919
1428.96,0.4919
1432.46,0.4919
1435.96,0.4919
1439.45,0.4919
1442.96,0.4919
1446.46,0.4919
1449.95,0.4919
1453.45,0.4919
1456.96,0.4919
1460.46,0.4919
1463.96,0.4919
1467.45,0.4919
1470.96,0.4919
1474.46,0.4919
1477.96,0.4919
1481.46,0.4919
1484.96,0.4919
1488.46,0.4919
1491.96,0.4919
1495.46,0.4919
1498.96,0.4919
1502.46,0.4919
1505.95,0.4919
1509.46,0.4919
1512.96,0.4919
1516.46,0.4919
1519.96,0.4919
1523.46,0.4919
1526.96,0.4919
1530.46,0.4919
1533.96,0.4919
1537.45,0.4919
1540.97,0.4919
1544.47,0.4919
1547.97,0.4919
1551.47,0.4919
1554.98,0.4919
1558.48,0.4919
1561.98,0.4919
1565.48,0.4919
1568.98,0.4919
1572.48,0.4919
1575.98,0.4919
1579.48,0.4919
1582.98,0.4919
1586.48,0.4919
1589.98,0.4919
1593.48,0.4919
1596.98,0.4919
1600.48,0.4919
1603.98,0.4919
1607.48,0.4919
1610.98,0.4919
1614.48,0.4919
1617.98,0.4919
1621.48,0.4919
1624.98,0.4919
1628.48,0.4919
1631.98,0.4919
1635.50,0.4919
1638.99,0.4919
1642.49,0.4919
1645.99,0.4919
1649.49,0.4919
1652.99,0.4919
1656.49,0.4919
1659.99,0.4919
1663.49,0.4919
1666.99,0.4919
1670.49,0.4919
1673.99,0.4919
1677.49,0.4919
1680.99,0.4919
1684.49,0.4919
1687.99,0.4919
1691.49,0.4919
1694.99,0.4919
1698.49,0.4919
1701.99,0.4919
1705.49,0.4919
1708.99,0.4919
1712.51,0.4919
1715.99,0.4919
1719.49,0.4919
1722.99,0.4919
1726.49,0.4919
1730.01,0.4919
1733.49,0.4919
1736.99,0.4919
1740.49,0.4919
1743.99,0.4919
1747.49,0.4919
1751.00,0.4919
1754.50,0.4919
1757.99,0.4919
1761.50,0.4919
1764.99,0.4919
1768.50,0.4919
1771.99,0.4919
1775.52,0.4919
1779.03,0.4919
1782.52,0.4919
1786.02,0.4919
1789.52,0.4919
1793.02,0.4919
1796.53,0.4919
1800.03,0.4919
1803.52,0.4919
1807.02,0.4919
1810.52,0.4919
1814.02,0.4919
1817.53,0.4919
1821.03,0.4919
1824.52,0.4919
1828.02,0.4919
1831.54,0.4919
1835.02,0.4919
1838.52,0.4919
1842.02,0.4919
1845.52,0.4919
1849.02,0.4919
1852.53,0.4919
1856.02,0.4919
1859.52,0.4919
1863.02,0.4919
1866.52,0.4919
1870.02,0.4919
1873.53,0.4919
1877.02,0.4919
1880.52,0.4919
1884.02,0.4919
1887.53,0.4919
1891.03,0.4919
1894.52,0.4919
1898.03,0.4919
1901.53,0.4919
1905.02,0.4919
1908.52,0.4919
1912.02,0.4919
1915.53,0.4919
1919.03,0.4919
1922.53,0.4919
1926.02,0.4919
1929.53,0.4919
1933.02,0.4919
1936.52,0.4919
1940.02,0.4919
1943.53,0.4919
1947.03,0.4919
1950.55,0.4919
1954.04,0.4919
1957.54,0.4919
1961.04,0.4919
1964.54,0.4919
1968.04,0.4919
1971.54,0.4919
1975.05,0.4919
1978.54,0.4919
1982.04,0.4919
1985.54,0.4919
1989.04,0.4919
1992.54,0.4919
1996.04,0.4919
1999.54,0.4919
2003.04,0.4919
2006.55,0.4919
2010.05,0.4919
2013.55,0.4919
2017.05,0.4919
2020.55,0.4919
2024.05,0.4919
2027.55,0.4919
2031.05,0.4919
2034.55,0.4919
2038.05,0.4919
2041.55,0.4919
2045.05,0.4919
2048.55,0.4919
2052.05,0.4919
2055.55,0.4919
2059.05,0.4919
2062.55,0.4919
2066.05,0.4919
2069.55,0.4919
2073.05,0.4919
2076.55,0.4919
2080.05,0.4919
2083.55,0.4919
2087.05,0.4919
2090.55,0.4919
2094.05,0.4919
2097.55,0.4919
2101.05,0.4919
