t_s,er
0.00,0.0393
2.38,0.0517
4.74,0.0687
7.10,0.0827
9.46,0.0954
11.82,0.1111
14.18,0.1249
16.54,0.1462
18.90,0.1690
21.26,0.1820
23.62,0.1953
25.98,0.2220
28.34,0.2401
30.70,0.2462
33.06,0.2536
35.42,0.2636
37.79,0.2738
40.14,0.2820
42.50,0.2902
44.87,0.2965
47.24,0.3031
49.59,0.3035
51.95,0.3040
54.31,0.3066
56.67,0.3101
59.03,0.3148
61.40,0.3196
63.75,0.3258
66.12,0.3308
68.47,0.3339
70.83,0.3572
73.24,0.3694
75.60,0.3716
77.97,0.3716
80.32,0.3716
82.68,0.3716
85.04,0.3716
87.40,0.3716
89.76,0.3716
92.13,0.3716
94.48,0.3716
96.84,0.3716
99.20,0.3716
101.56,0.3716
103.93,0.3716
106.28,0.3716
108.65,0.3716
111.00,0.3716
113.36,0.3716
115.72,0.3716
118.08,0.3716
120.45,0.3716
122.81,0.3716
125.19,0.3716
127.55,0.3716
129.91,0.3716
132.27,0.3716
134.63,0.3716
136.99,0.3716
139.35,0.3716
141.72,0.3716
144.08,0.3716
146.44,0.3716
148.80,0.3716
151.17,0.3716
153.53,0.3716
155.89,0.3716
158.25,0.3716
160.61,0.3716
162.97,0.3716
165.33,0.3716
167.69,0.3716
170.05,0.3716
172.41,0.3716
174.78,0.3716
177.13,0.3716
179.49,0.3716
181.87,0.3716
184.23,0.3716
186.58,0.3716
188.94,0.3716
191.32,0.3716
193.68,0.3716
196.05,0.3716
198.41,0.3716
200.77,0.3716
203.13,0.3716
205.49,0.3716
207.85,0.3716
210.21,0.3716
212.57,0.3716
214.94,0.3716
217.29,0.3716
219.65,0.3716
222.01,0.3716
224.38,0.3716
226.73,0.3716
229.09,0.3716
231.45,0.3716
233.81,0.3716
236.17,0.3716
238.53,0.3716
240.89,0.3716
243.25,0.3716
245.62,0.3716
247.98,0.3716
250.35,0.3716
252.70,0.3716
255.07,0.3716
257.43,0.3716
259.79,0.3716
262.16,0.3716
264.50,0.3716
266.87,0.3716
269.23,0.3716
271.59,0.3716
273.95,0.3716
276.32,0.3716
278.69,0.3716
281.04,0.3716
283.44,0.3716
285.80,0.3716
288.17,0.3716
290.52,0.3716
292.88,0.3716
295.24,0.3716
297.60,0.3716
299.96,0.3716
302.32,0.3716
304.68,0.3716
307.04,0.3716
309.41,0.3716
311.77,0.3716
314.12,0.3716
316.48,0.3716
318.85,0.3716
321.20,0.3716
323.56,0.3716
325.92,0.3716
328.28,0.3716
330.64,0.3716
333.01,0.3716
335.36,0.3716
337.72,0.3716
340.08,0.3716
342.48,0.3716
344.84,0.3716
347.20,0.3716
349.57,0.3716
351.92,0.3716
354.28,0.3716
356.65,0.3716
359.00,0.3716
361.36,0.3716
363.72,0.3716
366.08,0.3716
368.44,0.3716
370.80,0.3716
373.16,0.3716
375.52,0.3716
377.88,0.3716
380.25,0.3716
382.61,0.3716
384.96,0.3716
387.32,0.3716
389.68,0.3716
392.04,0.3716
394.41,0.3716
396.77,0.3716
399.12,0.3716
401.48,0.3716
403.84,0.3716
406.20,0.3716
408.56,0.3716
410.92,0.3716
413.28,0.3716
415.64,0.3716
418.00,0.3716
420.36,0.3716
422.72,0.3716
425.08,0.3716
427.44,0.3716
429.80,0.3716
432.16,0.3716
434.52,0.3716
436.88,0.3716
439.24,0.3716
441.61,0.3716
443.96,0.3716
446.32,0.3716
448.68,0.3716
451.04,0.3716
453.40,0.3716
455.76,0.3716
458.12,0.3716
460.48,0.3716
462.85,0.3716
465.20,0.3716
467.57,0.3716
469.92,0.3716
472.28,0.3716
474.64,0.3716
477.00,0.3716
479.36,0.3716
481.72,0.3716
484.08,0.3716
486.44,0.3716
488.80,0.3716
491.16,0.3716
493.52,0.3716
495.88,0.3716
498.24,0.3716
500.60,0.3716
502.96,0.3716
505.32,0.3716
507.68,0.3716
510.05,0.3716
512.40,0.3716
514.76,0.3716
517.12,0.3716
519.48,0.3716
521.84,0.3716
524.20,0.3716
526.56,0.3716
528.92,0.3716
531.28,0.3716
533.64,0.3716
536.00,0.3716
538.36,0.3716
540.72,0.3716
543.08,0.3716
545.45,0.3716
547.80,0.3716
550.16,0.3716
552.52,0.3716
554.88,0.3716
557.24,0.3716
559.60,0.3716
561.96,0.3716
564.32,0.3716
566.70,0.3716
569.07,0.3716
571.43,0.3716
573.78,0.3716
576.14,0.3716
578.51,0.3716
580.87,0.3716
583.23,0.3716
585.59,0.3716
587.94,0.3716
590.33,0.3716
592.69,0.3716
595.05,0.3716
597.41,0.3716
599.77,0.3716
602.13,0.3716
604.49,0.3716
606.85,0.3716
609.21,0.3716
611.57,0.3716
613.95,0.3716
616.31,0.3716
618.67,0.3716
621.03,0.3716
623.40,0.3716
625.75,0.3716
628.11,0.3716
630.47,0.3716
632.83,0.3716
635.19,0.3716
637.55,0.3716
639.94,0.3716
642.29,0.3716
644.66,0.3716
647.01,0.3716
649.38,0.3716
651.75,0.3716
654.10,0.3716
656.45,0.3716
658.88,0.3716
661.23,0.3716
663.61,0.3716
665.98,0.3716
668.33,0.3716
670.70,0.3716
673.05,0.3716
675.41,0.3716
677.77,0.3716
680.14,0.3716
682.50,0.3716
684.85,0.3716
687.21,0.3716
689.58,0.3716
691.93,0.3716
694.29,0.3716
696.65,0.3716
699.01,0.3716
701.38,0.3716
703.73,0.3716
706.10,0.3716
708.46,0.3716
710.81,0.3716
713.18,0.3716
715.53,0.3716
717.89,0.3716
720.25,0.3716
722.61,0.3716
724.98,0.3716
727.33,0.3716
729.69,0.3716
732.05,0.3716
734.41,0.3716
736.77,0.3716
739.13,0.3716
741.49,0.3716
743.85,0.3716
746.22,0.3716
748.57,0.3716
750.94,0.3716
753.29,0.3716
755.68,0.3716
758.03,0.3716
760.39,0.3716
762.76,0.3716
765.11,0.3716
767.47,0.3716
769.83,0.3716
772.19,0.3716
774.55,0.3716
776.91,0.3716
779.27,0.3716
781.63,0.3716
783.99,0.3716
786.35,0.3716
788.72,0.3716
791.09,0.3716
793.44,0.3716
795.80,0.3716
798.16,0.3716
800.52,0.3716
802.88,0.3716
805.25,0.3716
807.60,0.3716
809.96,0.3716
812.32,0.3716
814.68,0.3716
817.04,0.3716
819.40,0.3716
821.76,0.3716
824.12,0.3716
826.49,0.3716
828.84,0.3716
831.20,0.3716
833.56,0.3716
835.92,0.3716
838.28,0.3716
840.64,0.3716
843.00,0.3716
845.37,0.3716
847.73,0.3716
850.09,0.3716
852.45,0.3716
854.81,0.3716
857.18,0.3716
859.53,0.3716
861.89,0.3716
864.25,0.3716
866.61,0.3716
868.98,0.3716
871.33,0.3716
873.70,0.3716
876.06,0.3716
878.42,0.3716
880.78,0.3716
883.13,0.3716
885.50,0.3716
887.85,0.3716
890.21,0.3716
892.58,0.3716
894.95,0.3716
897.32,0.3716
899.68,0.3716
902.04,0.3716
904.41,0.3716
906.77,0.3716
909.12,0.3716
911.48,0.3716
913.84,0.3716
916.20,0.3716
918.56,0.3716
920.92,0.3716
923.29,0.3716
925.64,0.3716
928.00,0.3716
930.38,0.3716
932.74,0.3716
935.10,0.3716
937.46,0.3716
939.82,0.3716
942.18,0.3716
944.54,0.3716
946.90,0.3716
949.26,0.3716
951.62,0.3716
953.98,0.3716
956.34,0.3716
958.70,0.3716
961.07,0.3716
963.43,0.3716
965.80,0.3716
968.16,0.3716
970.52,0.3716
972.88,0.3716
975.23,0.3716
977.59,0.3716
979.96,0.3716
982.31,0.3716
984.67,0.3716
987.06,0.3716
989.42,0.3716
991.78,0.3716
994.14,0.3716
996.50,0.3716
998.86,0.3716
1001.22,0.3716
1003.58,0.3716
1005.94,0.3716
1008.30,0.3716
1010.66,0.3716
1013.02,0.3716
1015.38,0.3716
1017.74,0.3716
1020.11,0.3716
1022.46,0.3716
1024.82,0.3716
1027.18,0.3716
1029.54,0.3716
1031.91,0.3716
1034.26,0.3716
1036.62,0.3716
1038.98,0.3716
1041.34,0.3716
1043.70,0.3716
1046.06,0.3716
1048.42,0.3716
1050.78,0.3716
1053.14,0.3716
1055.51,0.3716
1057.88,0.3716
1060.23,0.3716
1062.59,0.3716
1064.95,0.3716
1067.31,0.3716
1069.68,0.3716
1072.03,0.3716
1074.39,0.3716
1076.75,0.3716
1079.11,0.3716
1081.47,0.3716
1083.83,0.3716
1086.19,0.3716
1088.55,0.3716
1090.91,0.3716
1093.27,0.3716
1095.63,0.3716
1097.99,0.3716
1100.35,0.3716
1102.72,0.3716
1105.08,0.3716
1107.43,0.3716
1109.79,0.3716
1112.15,0.3716
1114.51,0.3716
1116.88,0.3716
1119.23,0.3716
1121.62,0.3716
1123.98,0.3716
1126.34,0.3716
1128.70,0.3716
