t_s,er
0.00,0.0749
3.48,0.0900
6.97,0.1091
10.46,0.1091
13.95,0.1092
17.44,0.1092
20.93,0.1092
24.43,0.1092
27.91,0.1092
31.40,0.1092
34.89,0.1092
38.45,0.1191
41.94,0.1217
45.43,0.1276
48.92,0.1363
52.41,0.1434
55.91,0.1487
59.39,0.1636
62.98,0.1811
66.47,0.1968
69.96,0.1992
73.45,0.1994
76.94,0.2022
80.43,0.2022
83.92,0.2022
87.41,0.2022
90.90,0.2022
94.39,0.2022
97.88,0.2022
101.38,0.2022
104.86,0.2022
108.35,0.2022
111.84,0.2028
115.38,0.2126
118.87,0.2181
122.37,0.2251
125.85,0.2594
129.34,0.2594
132.83,0.2609
136.32,0.2769
139.90,0.2906
143.39,0.3074
146.88,0.3131
150.37,0.3265
153.86,0.3396
157.35,0.3446
160.84,0.3508
164.36,0.3626
167.84,0.3760
171.33,0.3986
174.82,0.4104
178.31,0.4212
181.80,0.4330
185.29,0.4374
188.78,0.4403
192.27,0.4412
195.76,0.4412
199.26,0.4413
202.74,0.4487
206.23,0.4626
209.72,0.4760
213.21,0.4935
216.78,0.5024
220.27,0.5036
223.76,0.5060
227.25,0.5074
230.74,0.5076
234.23,0.5076
237.72,0.5131
241.36,0.5131
244.85,0.5196
248.35,0.5344
251.83,0.5357
255.32,0.5362
258.81,0.5425
262.30,0.5425
265.79,0.5432
269.28,0.5465
272.78,0.5557
276.26,0.5713
279.75,0.5770
283.24,0.5884
286.73,0.5919
290.22,0.5920
293.75,0.5943
297.25,0.5943
300.73,0.5943
304.22,0.5943
307.71,0.5943
311.20,0.5943
314.70,0.5943
318.20,0.5943
321.69,0.5943
325.18,0.5943
328.67,0.5943
332.16,0.5943
335.65,0.5961
339.14,0.5961
342.63,0.5961
346.22,0.5961
349.71,0.5961
353.20,0.5961
356.69,0.5961
360.18,0.5961
363.67,0.5961
367.16,0.5961
370.70,0.5963
374.19,0.6033
377.68,0.6213
381.17,0.6340
384.66,0.6395
388.15,0.6395
391.64,0.6395
395.13,0.6396
398.62,0.6416
402.11,0.6416
405.60,0.6524
409.09,0.6689
412.58,0.6706
416.07,0.6720
419.79,0.6731
423.28,0.6731
426.77,0.6887
430.26,0.7154
433.75,0.7353
437.24,0.7462
440.73,0.7582
444.22,0.7785
447.71,0.7811
451.21,0.7989
454.69,0.8151
458.18,0.8400
461.67,0.8489
465.16,0.8616
468.65,0.8780
472.14,0.8966
475.63,0.9039
479.13,0.9039
482.61,0.9039
486.10,0.9046
489.59,0.9051
493.08,0.9051
496.66,0.9051
500.15,0.9051
503.64,0.9051
507.13,0.9052
510.63,0.9052
514.11,0.9052
517.60,0.9052
521.09,0.9052
524.63,0.9052
528.12,0.9052
531.61,0.9052
535.10,0.9052
538.59,0.9052
542.08,0.9052
545.57,0.9070
549.08,0.9070
552.57,0.9070
556.06,0.9070
559.55,0.9070
563.04,0.9070
566.53,0.9070
570.02,0.9070
573.57,0.9070
577.05,0.9070
580.54,0.9070
584.03,0.9070
587.52,0.9070
591.01,0.9070
594.51,0.9070
597.99,0.9070
601.48,0.9070
604.97,0.9070
608.46,0.9070
611.95,0.9070
615.44,0.9070
618.93,0.9070
622.42,0.9070
625.91,0.9070
629.40,0.9070
632.89,0.9094
636.38,0.9094
639.87,0.9094
643.36,0.9094
646.85,0.9094
650.36,0.9094
653.86,0.9094
657.34,0.9094
660.83,0.9094
664.32,0.9130
667.81,0.9183
671.31,0.9366
674.87,0.9458
678.36,0.9501
681.85,0.9750
685.34,0.9960
688.84,0.9961
692.32,0.9961
695.81,0.9961
699.30,0.9961
702.88,0.9961
706.37,0.9961
709.86,0.9961
713.36,0.9961
716.84,0.9961
720.33,0.9961
723.82,0.9961
727.42,0.9961
730.91,0.9961
734.40,0.9961
737.89,0.9961
741.38,0.9961
744.87,0.9961
748.36,0.9961
751.91,0.9961
755.40,0.9961
758.89,0.9961
762.38,0.9961
765.87,0.9961
769.36,0.9961
772.85,0.9961
776.34,0.9961
779.95,0.9961
783.44,0.9961
786.93,0.9961
790.43,0.9961
793.91,0.9961
797.40,0.9961
800.89,0.9961
804.38,0.9961
807.87,0.9961
811.36,0.9961
814.85,0.9961
818.35,0.9961
